ooh_site_code,state,area,city,location,facing,media,type,L_R,T_B,qty,fascia,sq_ft,vendor,vendor_code,location_facing,is_active
NEWRP134,"Tripura","Dharmanagar","Chirakuti Tri Junction","Chirakuti","Dharmanagar","Wall wrap","NL",30,10,1,"1",300,"Narayan Datta",BRV107,"Chirakuti (Dharmanagar)",Y
NEWRP135,"Tripura","Agartala","Ranir Bazar","Ranir Bazar Motor Stand","Agartala","Wall wrap","NL",18,8,1,"1",144,"Narayan Datta",BRV107,"Ranir Bazar Motor Stand (Agartala)",Y
NEWRP136,"Tripura","Agartala","Agartala","Pratapgarh","Agartala","Wall wrap","NL",90,11,1,"1",990,"Narayan Datta",BRV107,"Pratapgarh (Agartala)",Y
NEWRP137,"Tripura","Udaipur","Baikhora","Baikhora Motor Stand","Udaipur","Wall Wrap","NL",22,10,1,"1",220,"Narayan Datta",BRV107,"Baikhora Motor Stand (Udaipur)",Y
NEWRP138,"Assam","Karimganj","Karimganj","FAKIRA BAZAR","Silchar Agartala Highway","Wall Wrap","NL",25,10,1,"1",250,"Yes Enterprise",BRV104,"FAKIRA BAZAR (Silchar Agartala Highway)",Y
NEWRP139,"Assam","Karimganj","Karimganj","New Railway Station","Silchar Agartala Highway","Wall Wrap","NL",40,10,1,"1",400,"Yes Enterprise",BRV104,"New Railway Station (Silchar Agartala Highway)",Y
NEWRP140,"Assam","Karimganj","Karimganj","Nilambazar","Silchar Agartala Highway","Wall Wrap","NL",40,8,1,"1",320,"Yes Enterprise",BRV104,"Nilambazar (Silchar Agartala Highway)",Y
NEWRP141,"Assam","Karimganj","Karimganj","Patharkandi","Silchar Agartala Highway","Wall Wrap","NL",20,20,1,"1",400,"Yes Enterprise",BRV104,"Patharkandi (Silchar Agartala Highway)",Y
WBOOH131,"West Bengal","Uttar Dinajpur","Tungidighi","Tungidighi","Dalkhola","Hoarding","NL",30,20,1,"1",600,"Artman Advertising",BRV026,"Tungidighi (Dalkhola)",Y
WBOOH132,"West Bengal","Dakhin Dinajpur","Balurghat","Hili More","Bus Stand","Unipole","FL",20,10,1,"1",200,"Artman Advertising",BRV026,"Hili More (Bus Stand)",Y
WBOOH133,"West Bengal","Darjeeling Plains","Medical","Main Gate","Naukaghat More","Hoarding","FL",35,25,1,"1",875,"P S ENTERPRISE",BRV027,"Main Gate (Naukaghat More)",N
WBOOH134,"West Bengal","Malda","Gajole","Bamongola more","Gangarampur","Hoarding","NL",40,30,1,"1",1200,"P S ENTERPRISE",BRV027,"Bamongola more (Gangarampur)",Y
WBOOH135,"West Bengal","Malda","Rathbari","Fly Over","420 More Kalia Chak","Unipole","FL",30,10,1,"2",600,"Artman Advertising",BRV026,"Fly Over (420 More Kalia Chak)",Y
WBOOH136,"West Bengal","East Sikkim","Singtam","Radang Bridge","Siliguri","Hoarding","NL",20,15,1,"1",300,"Demarg Advertisers",BRV028,"Radang Bridge (Siliguri)",Y
WBOOH137,"West Bengal","East Sikkim","Ranipool","Below S Turning","Gangtok","Hoarding","NL",20,10,1,"1",200,"Demarg Advertisers",BRV028,"Below S Turning (Gangtok)",Y
WBOOH138,"West Bengal","East Sikkim","Ganngtok","Bojoghari Main Traffic","Mangan","Hoarding","NL",15,10,1,"1",150,"Demarg Advertisers",BRV028,"Bojoghari Main Traffic (Mangan)",Y
NEWRP142,"Assam","Jorhat","Jorhat","Nefa Tiniali","Jorhat Airport","Wall wrap","NL",20,20,1,"1",400,"KAZIRANGA DIGITAL PRINTERS",BRV078,"Nefa Tiniali (Jorhat Airport)",Y
NEWRP143,"Assam","Morigaon","Morigaon","Morigaon Jagiroad","Jagiroad","Wall wrap","NL",40,20,1,"1",800,"Yes Enterprise",BRV104,"Morigaon Jagiroad (Jagiroad)",Y
NEWRP144,"Assam","Guwahati Urban","Khetri","Khetri-Jagiroad Crossing","Sonapur Raha","Wall wrap","NL",20,10,1,"1",200,"Yes Enterprise",BRV104,"Khetri-Jagiroad Crossing (Sonapur Raha)",N
NEWRP145,"Assam","Guwahati Urban","Khetri","Khetri-Jagiroad Crossing","Sonapur Raha","Wall wrap","NL",34,10,1,"1",340,"Yes Enterprise",BRV104,"Khetri-Jagiroad Crossing (Sonapur Raha)",N
NEWRP146,"Assam","Guwahati Urban","Khetri","Khetri-Jagiroad Crossing","Sonapur Raha","Wall wrap","NL",9,10,1,"1",90,"Yes Enterprise",BRV104,"Khetri-Jagiroad Crossing (Sonapur Raha)",N
NEWRP147,"Assam","Lower assam 1","Bilashipara","JP road Police Point","Town","Wall wrap","NL",18,20,1,"1",360,"Yes Enterprise",BRV104,"JP road Police Point (Town)",Y
NEWRP148,"Assam","Lower assam 1","Bilashipara","Purana Bazar","Town","Wall wrap","NL",12,20,1,"1",240,"Yes Enterprise",BRV104,"Purana Bazar (Town)",N
NEWRP149,"Assam","Lower assam 1","Bilashipara","Bilashipara Town","Police Point","Wall wrap","NL",12,12,1,"1",144,"Yes Enterprise",BRV104,"Bilashipara Town (Police Point)",Y
NEWRP150,"Assam","Lower assam 1","Bongaigaon","Near Petrol Pump","Flyover","Wall wrap","NL",15,20,1,"1",300,"Yes Enterprise",BRV104,"Near Petrol Pump (Flyover)",Y
NEWRP151,"Assam","Lower assam 1","Bongaigaon","Bongaigaon main Market","Market","Wall wrap","NL",10,20,1,"1",200,"Yes Enterprise",BRV104,"Bongaigaon main Market (Market)",Y
NEWRP152,"Assam","Lower assam 2","Nalbari","Hari mandir","Market","Wall wrap","NL",35,10,1,"1",350,"Yes Enterprise",BRV104,"Hari mandir (Market)",Y
NEWRP153,"Assam","Lower assam 2","Nalbari","Hari mandir","Police Point","Wall wrap","NL",7,20,1,"1",140,"Yes Enterprise",BRV104,"Hari mandir (Police Point)",Y
NEWRP154,"Assam","Lower assam 2","Nalbari","Chowk Bazar","Town","Wall wrap","NL",30,20,1,"1",600,"Yes Enterprise",BRV104,"Chowk Bazar (Town)",Y
NEWRP155,"Assam","Lower assam 2","Nalbari","Chowk Bazar","Hajo road","Wall wrap","NL",20,20,1,"1",400,"Yes Enterprise",BRV104,"Chowk Bazar (Hajo road)",Y
NEWRP156,"Assam","Kamrup Rural","Baihata","Police Point","Market","Wall wrap","NL",34,9,1,"1",306,"Yes Enterprise",BRV104,"Police Point (Market)",Y
NEWRP157,"Assam","Kamrup Rural","Baihata","Police Point","Market","Wall wrap","NL",34,5,1,"1",170,"Yes Enterprise",BRV104,"Police Point (Market)",Y
NEWRP158,"Assam","Kamrup Rural","Baihata","Police Point","Market","Wall wrap","NL",30,9,1,"1",270,"Yes Enterprise",BRV104,"Police Point (Market)",Y
NEWRP159,"Assam","Kamrup Rural","Baihata","Police Point","Market","Wall wrap","NL",30,5,1,"1",150,"Yes Enterprise",BRV104,"Police Point (Market)",Y
NEWRP160,"Assam","Kamrup Rural","Baihata","Police Point","Market","Wall wrap","NL",15,15,1,"1",225,"Yes Enterprise",BRV104,"Police Point (Market)",Y
NEWRP161,"Assam","Nagaon","Nagaon","Bebejia","Town entry","Wall wrap","NL",30,9,1,"1",270,"Yes Enterprise",BRV104,"Bebejia (Town entry)",Y
NEWRP162,"Assam","Tezpur","Biswanath Chariali","Main Town Signal Point","Police Point","Wall wrap","NL",52,9,1,"1",468,"Yes Enterprise",BRV104,"Main Town Signal Point (Police Point)",Y
NEWRP163,"Assam","Tezpur","Biswanath Chariali","Main Town Signal Point","Town entry","Wall wrap","NL",52,9,1,"1",468,"Yes Enterprise",BRV104,"Main Town Signal Point (Town entry)",Y
NEWRP164,"Assam","AP- Banderdewa","Banderduwa","Main Town Signal Point","Town","Wall wrap","NL",50,8,1,"1",400,"Yes Enterprise",BRV104,"Main Town Signal Point (Town)",Y
NEWRP165,"Assam","Lakhimpur","Lakhimpur","Main Town","Market","Wall wrap","NL",18,20,1,"1",360,"Yes Enterprise",BRV104,"Main Town  (Market)",Y
NEWRP166,"Assam","AP- Lekhabali","Silapathar","Main Town","Rail Gate","Wall wrap","NL",30,12,1,"1",360,"Yes Enterprise",BRV104,"Main Town (Rail Gate)",Y
NEWRP167,"Assam","AP- Lekhabali","Silapathar","Main Town","Police Point","Wall wrap","NL",20,10,1,"1",200,"Yes Enterprise",BRV104,"Main Town (Police Point)",Y
NEWRP168,"Assam","AP- Lekhabali","Silapathar","Town","Market","Wall wrap","NL",75,8,1,"1",600,"Yes Enterprise",BRV104,"Town (Market)",Y
NEWRP169,"Assam","Golaghat","Golaghat","Badulipar","Dergaon","Wall wrap","NL",25,12,1,"1",300,"KAZIRANGA DIGITAL PRINTERS",BRV078,"Badulipar (Dergaon)",Y
NEWRP170,"Assam","Golaghat","Golaghat","Dergaon","Dergaon","Wall wrap","NL",25,13,1,"1",325,"KAZIRANGA DIGITAL PRINTERS",BRV078,"Dergaon (Dergaon)",Y
NEWRP171,"Assam","Golaghat","Golaghat","Numaligarh","Bokakhat","Wall wrap","NL",10,9,1,"1",90,"KAZIRANGA DIGITAL PRINTERS",BRV078,"Numaligarh (Bokakhat)",Y
NEWRP172,"Assam","Golaghat","Golaghat","Numaligarh","Bokakhat","Wall wrap","NL",16,10,1,"1",160,"KAZIRANGA DIGITAL PRINTERS",BRV078,"Numaligarh (Bokakhat)",Y
NEWRP173,"Assam","Jorhat","Jorhat","Mariani Town","Jorhat","Wall Wrap","NL",20,10,1,"1",200,"KAZIRANGA DIGITAL PRINTERS",BRV078,"Mariani Town  (Jorhat)",Y
NEWRP174,"Assam","Jorhat","Jorhat","Titabor Charali","Jorhat","Wall Wrap","NL",15,10,1,"1",150,"KAZIRANGA DIGITAL PRINTERS",BRV078,"Titabor Charali (Jorhat)",Y
NEWRP175,"Assam","Dibrugarh","Chabua","Chabua","Dibrugarh","Wall Wrap","NL",35,10,1,"1",350,"Yes Enterprise",BRV104,"Chabua (Dibrugarh)",Y
NEWRP176,"Assam","Tinsukia","Tinsukia","Panitola","Tinsukia","Wall Wrap","NL",20,10,1,"1",200,"Ujjal Enterprise",BRV099,"Panitola (Tinsukia)",Y
BHOOH048,"Bihar","Araria","Araria","Bus Stand","both side","Unipole","NL",20,10,1,"2",400,"Compupark",BRV033,"Bus Stand (both side)",Y
BHOOH049,"Bihar","Araria","Araria","Station road","both side","Unipole","NL",20,10,1,"2",400,"Compupark",BRV033,"Station road (both side)",Y
BHOOH050,"Bihar","Katihar","Katihar","Gerabari","both side","Unipole","NL",20,10,1,"2",400,"Compupark",BRV033,"Gerabari (both side)",Y
BHOOH051,"Bihar","Kishanganj","Kishanganj","Halim Chwok","both side","Unipole","NL",20,10,1,"2",400,"Compupark",BRV033,"Halim Chwok (both side)",Y
BHOOH052,"Bihar","Kishanganj","Kishanganj","Bus Stand","both side","Unipole","NL",20,10,1,"2",400,"Compupark",BRV033,"Bus Stand (both side)",Y
BHOOH053,"Bihar","Araria","Araria","Subhash Chowk","both side","Unipole","NL",20,10,1,"2",400,"Compupark",BRV033,"Subhash Chowk (both side)",Y
BHOOH054,"Bihar","Purnea","Purnea","Girja Chowk","both side","Unipole","NL",20,10,1,"2",400,"Compupark",BRV033,"Girja Chowk (both side)",Y
BHOOH055,"Bihar","Purnea","Purnea","Maranga","both side","Unipole","NL",20,10,1,"2",400,"Compupark",BRV033,"Maranga (both side)",Y
NEOOH147,"Assam","Hailakandi","Hailakandi","Matijuri point","Hailakandi Bata point","Unipole","NL",20,10,1,"2",400,"Outreach Advertising Pvt Ltd",BRV042,"Matijuri point (Hailakandi Bata point)",Y
NEOOH148,"Assam","Tezpur","Gohpur","Gohpur Town","Tezpur","Hoarding","NL",40,20,1,"1",800,"Art & Industry",BRV003,"Gohpur Town (Tezpur)",Y
NEOOH149,"Meghalaya","Tura Hills","Tura","Super Market","Main MKT","Hoarding","NL",30,15,1,"1",450,"Loknath Services & Renting",BRV047,"Super Market (Main MKT)",Y
NEOOH150,"Assam","Golaghat","Golaghat","Civil Hospital","Numuligarh","Hoarding","NL",20,20,1,"1",400,"Archana Ad & Service",BRV002,"Civil Hospital (Numuligarh)",Y
NEOOH151,"Assam","Kamrup Rural","Bijaynagar","Bijaynagar","Guwahati","Hoarding","NL",30,30,1,"1",900,"Archana Ad & Service",BRV002,"Bijaynagar (Guwahati)",Y
NEOOH152,"Arunachal Pradesh","AP-Banderdewa","Naharlagun","Doimukh Chariali","Guwahati","Hoarding","NL",30,20,1,"1",600,"J H ADVERTISING",BRV110,"Doimukh Chariali (Guwahati)",Y
NEOOH153,"Arunachal Pradesh","AP-Banderdewa","Itanagar","Vishal Market","Ganga Market","Hoarding","NL",30,20,1,"1",600,"J H ADVERTISING",BRV110,"Vishal Market (Ganga Market)",Y
NEOOH154,"Arunachal Pradesh","AP-Lekhabali","Pasighat","Pasighat Main Market","Guwahati","Hoarding","NL",30,25,1,"1",750,"J H ADVERTISING",BRV110,"Pasighat Main Market (Guwahati)",Y
NEWRP177,"Assam","Hailakandi","Hailakandi","Bypass","Hailakandi entrance","Wall wrap","NL",20,8,1,"1",160,"Yes Enterprise",BRV104,"Bypass (Hailakandi entrance)",N
NEWRP178,"Assam","Dibrugarh","Dibrugarh","Kanjikhowa","Dibrugarh","Wall wrap","NL",15,12,1,"1",180,"Yes Enterprise",BRV104,"Kanjikhowa (Dibrugarh)",Y
NEWRP179,"Assam","Hailakandi","Hailakandi","Hailakandi Bypass","Hailakandi","Wall wrap","NL",25,9.5,1,"1",237.5,"Yes Enterprise",BRV104,"Hailakandi Bypass (Hailakandi)",Y
NEWRP180,"Assam","Darrang","Udalguri","Udalguri Sapkhati","Tongla","Wall wrap","NL",33,8.5,1,"1",280.5,"Yes Enterprise",BRV104,"Udalguri Sapkhati (Tongla)",Y
NEWRP181,"Assam","Darrang","Udalguri","Udalguri Sapkhati","Tongla","Wall wrap","NL",27,9,1,"1",243,"Yes Enterprise",BRV104,"Udalguri Sapkhati (Tongla)",Y
NEWRP182,"Assam","Guwahati Rural","Rangiya","Rangiya","Guwahati","Wall wrap","NL",14,25,1,"1",350,"Yes Enterprise",BRV104,"Rangiya (Guwahati)",Y
NEOOH155,"Assam","Nagaon","Puranigudam","Puranigudam,Town Entry","Guwahati","Hoarding","NL",30,25,1,"1",750,"R D Advertising",BRV017,"Puranigudam,Town Entry (Guwahati)",Y
NEOOH156,"Assam","Nagaon","Puranigudam","Puranigudam,Town Exit","Tezpur","Hoarding","NL",30,25,1,"1",750,"R D Advertising",BRV017,"Puranigudam,Town Exit (Tezpur)",Y
NEOOH157,"Assam","Jorhat","Jorhat","Pulibor","Jorhat Town","Hoarding","NL",40,30,1,"1",1200,"R D Advertising",BRV017,"Pulibor (Jorhat Town)",Y
NEOOH158,"Assam","Jorhat","Jorhat","Chowk Bazar","ISBT","Hoarding","NL",40,20,1,"1",800,"Art & Industry",BRV003,"Chowk Bazar (ISBT)",Y
NEOOH159,"Meghalaya","Shillong","Umsning","Nr. Toll Gate","Guwahati","Hoarding","NL",20,15,1,"1",300,"Redolenz Advertising",BRV043,"Nr. Toll Gate (Guwahati)",Y
WBOOH139,"West Bengal","Darjeeling Plains","Siliguri","2nd Mile Bhaktinagar Check Post","Salugara","Hoarding","FL",50,40,1,"1",2000,"Artman Advertising",BRV026,"2nd Mile Bhaktinagar Check Post (Salugara)",Y
WBOOH140,"West Bengal","Jalpaiguri","Jalpaiguri","Kadamtala More","Asham More","Hoarding","NL",80,25,1,"1",2000,"Artman Advertising",BRV026,"Kadamtala More (Asham More)",Y
NEOOH160,"Assam","Dibrugarh","Duliajan","Duliajan Main Market","Oil MKT","Hoarding","NL",40,25,1,"1",1000,"Illustration",BRV010,"Duliajan Main Market (Oil MKT)",Y
NEOOH161,"Assam","Jorhat","Jorhat","Kamalabari Charali","Gormur","Hoarding","NL",30,25,1,"1",750,"J H ADVERTISING",BRV110,"Kamalabari Charali (Gormur)",Y
NEOOH162,"Assam","Lower Assam 1","Kokrajhar","Kokrajhar Main Point","Town","Hoarding","NL",30,30,1,"1",900,"Illustration",BRV010,"Kokrajhar Main Point (Town)",Y
NEOOH163,"Assam","Nagaon","Nagaon","Bebejia","Raha","Hoarding","NL",20,15,1,"1",300,"Prerana Creative",BRV015,"Bebejia (Raha)",Y
NEOOH164,"Assam","Nagaon (Karbianlong)","Diphu","Diphu","City","Unipole","NL",20,10,2,"2",400,"HAVI ENTERPRISE",BRV109,"Diphu (City)",Y
NEOOH165,"Assam","Golaghat","Kaziranga","Kaziranga Bagori","Guwahati","Hoarding","NL",30,20,1,"1",600,"Prerana Creative",BRV015,"Kaziranga Bagori (Guwahati)",Y
NEOOH166,"Tripura","Agartala","Agartala","Colonel Chowmohoni","Town","Hoarding","NL",25,15,1,"1",375,"Aask Media",BRV001,"Colonel Chowmohoni (Town)",Y
NEOOH167,"Tripura","Agartala","Agartala","Usha Bazaar","Airport","Hoarding","NL",25,25,1,"1",625,"Aask Media",BRV001,"Usha Bazaar (Airport)",Y
NEOOH168,"Assam","Lower Assam 1","Bongaigaon","Paglastan","Town","Hoarding","NL",25,25,1,"1",625,"Ad Connect",BRV111,"Paglastan (Town)",Y
NEWRP183,"Assam","Dibrugarh","Chabua","Chabua","Dibrugarh Town","Wall wrap","NL",25,15,1,"1",375,"Yes Enterprise",BRV104,"Chabua (Dibrugarh Town)",Y
NEWRP184,"Assam","Tinsukia","Tinsukia","Court Tiniali","Tinsukia Town","Wall wrap","NL",22,10,1,"1",220,"Ujjal Enterprise",BRV099,"Court Tiniali (Tinsukia Town)",Y
NEWRP185,"Assam","Guwahati Urban","Guwahati","Maligaon Flyover","Bhoothnath","Hoarding","FL",30,30,1,"1",900,"Maa Kamakhya",BRV011,"Maligaon Flyover (Bhoothnath)",N
NEWRP186,"Assam","Guwahati Urban","Guwahati","Maligaon Flyover","Adabari","Hoarding","BL",61.6,8,1,"1",492.8,"Priya Communication",BRV016,"Maligaon Flyover (Adabari)",N
NEWRP187,"Assam","Guwahati Urban","Guwahati","Maligaon Flyover","Bhoothnath","Hoarding","FL",30,30,1,"1",900,"Maa Kamakhya",BRV011,"Maligaon Flyover (Bhoothnath)",Y
NEWRP188,"Assam","Guwahati Urban","Guwahati","Maligaon Flyover","Adabari","Hoarding","BL",61.6,8,1,"1",492.8,"Priya Communication",BRV016,"Maligaon Flyover (Adabari)",Y
NEWRP189,"Assam","Darrang","Rowta","Rowta Chariali","Guwahati","Hoarding","NL",30,20,1,"1",600,"Art & Industry",BRV003,"Rowta Chariali (Guwahati)",Y
NEWRP190,"Tripura","Dharmanagar","Chirakuti","Chirakuti Kamrangabari","Kailasahar","Wall wrap","NL",25,11,1,"1",275,"Narayan Datta",BRV107,"Chirakuti Kamrangabari (Kailasahar)",Y
NEOOH169,"Tripura","Udaipur","Udaipur","Near Rajarshi Town Hall","Agartala","Hoarding","NL",30,15,1,"1",450,"Aask Media",BRV001,"Near Rajarshi Town Hall (Agartala)",Y
NEOOH171,"Assam","Nagaon","Hojai","Hojai bus stand","Neelbagan","Hoarding","NL",30,30,1,"1",900,"Prerana Creative",BRV015,"Hojai bus stand (Neelbagan)",Y
