COMPANY NAME,Product Name in SFA,Branch Code,Branch Name,Active,PRODUCT TYPE
,BIRLA SAMRAT PSC,DN11,COSSIMBAZAR,no,
,BIRLA GOLD PPC,DN11,COSSIMBAZAR,no,
,BIRLA GOLD PSC,DN11,COSSIMBAZAR,no,
,DALMIA PPC,DN11,COSSIMBAZAR,no,
,DALMIA PSC,DN11,COSSIMBAZAR,no,
,KONARK PPC,DN11,COSSIMBAZAR,no,
,KONARK PSC,DN11,COSSIMBAZAR,no,
,LAFARGE PPC,DN11,COSSIMBAZAR,no,
,LAFARGE PSC,DN11,COSSIMBAZAR,no,
,ULTRATECH PPC,DN11,COSSIMBAZAR,no,
,ULTRATECH PSC,DN11,COSSIMBAZAR,no,
,STAR PPC,DN11,COSSIMBAZAR,no,
,STAR PSC,DN11,COSSIMBAZAR,no,
,STAR ANTIRUST,DN11,COSSIMBAZAR,no,
,AMBUJA PLUS,DN11,COSSIMBAZAR,yes,OTHER COMPETITOR
,UTRATECH SUPER,DN11,COSSIMBAZAR,no,
,UTRATECH PREMIUM,DN11,COSSIMBAZAR,no,
,NUVOCO,DN11,COSSIMBAZAR,no,
,RAMCO,DN11,COSSIMBAZAR,yes,OTHER COMPETITOR
,JSW,DN11,COSSIMBAZAR,yes,OTHER COMPETITOR
,EMAMI,DN11,COSSIMBAZAR,no,
,AMBUJA,DN11,COSSIMBAZAR,yes,OTHER COMPETITOR
,EMAMI DOUBLE BULL,DN11,COSSIMBAZAR,no,
,ACC HPC,DN11,COSSIMBAZAR,yes,OTHER COMPETITOR
,ACC F2R,DN11,COSSIMBAZAR,yes,OTHER COMPETITOR
,BANGUR,DN11,COSSIMBAZAR,yes,OTHER COMPETITOR
,BIRLA GOLD,DN11,COSSIMBAZAR,no,
,BIRLA SAMRAT,DN11,COSSIMBAZAR,no,
,DALMIA,DN11,COSSIMBAZAR,yes,OTHER COMPETITOR
,NUVOCO DOUBLE BULL,DN11,COSSIMBAZAR,yes,OTHER COMPETITOR
,KONARK DALMIA,DN11,COSSIMBAZAR,no,
,NUVOCO CONCRETO,DN11,COSSIMBAZAR,yes,OTHER COMPETITOR
,NUVOCO DURAGUARD,DN11,COSSIMBAZAR,yes,OTHER COMPETITOR
,SHREE,DN11,COSSIMBAZAR,yes,OTHER COMPETITOR
,ULTRATECH,DN11,COSSIMBAZAR,yes,OTHER COMPETITOR
,ULTRATECH PREMIUM,DN11,COSSIMBAZAR,yes,OTHER COMPETITOR
,ULTRATECH SUPER,DN11,COSSIMBAZAR,yes,OTHER COMPETITOR
,DALMIA DSP,DN11,COSSIMBAZAR,yes,OTHER COMPETITOR
,STAR CEMENT PSC,DN11,COSSIMBAZAR,no,
,STAR ANTI RUST CEMENT,DN11,COSSIMBAZAR,no,
,STAR CEMENT OPC 43,DN11,COSSIMBAZAR,no,
,STAR CEMENT PPC,DN11,COSSIMBAZAR,no,
,STAR CEMENT PPC(ADSTAR),DN11,COSSIMBAZAR,no,
,STAR CEMENT ANTIRUST,DN11,COSSIMBAZAR,no,
,STAR CEMENT PSC(ADSTAR),DN11,COSSIMBAZAR,no,
,AMBUJA PLUS,DN12,DARJEELING HILLS,yes,OTHER COMPETITOR
,RAMCO,DN12,DARJEELING HILLS,yes,OTHER COMPETITOR
,JSW,DN12,DARJEELING HILLS,yes,OTHER COMPETITOR
,AMBUJA,DN12,DARJEELING HILLS,yes,OTHER COMPETITOR
,ACC HPC,DN12,DARJEELING HILLS,yes,OTHER COMPETITOR
,ACC F2R,DN12,DARJEELING HILLS,yes,OTHER COMPETITOR
,BANGUR,DN12,DARJEELING HILLS,yes,OTHER COMPETITOR
,BIRLA GOLD,DN12,DARJEELING HILLS,no,
,BIRLA SAMRAT,DN12,DARJEELING HILLS,no,
,DALMIA,DN12,DARJEELING HILLS,yes,OTHER COMPETITOR
,NUVOCO DOUBLE BULL,DN12,DARJEELING HILLS,yes,OTHER COMPETITOR
,KONARK DALMIA,DN12,DARJEELING HILLS,no,
,NUVOCO CONCRETO,DN12,DARJEELING HILLS,yes,OTHER COMPETITOR
,NUVOCO DURAGUARD,DN12,DARJEELING HILLS,yes,OTHER COMPETITOR
,SHREE,DN12,DARJEELING HILLS,yes,OTHER COMPETITOR
,ULTRATECH,DN12,DARJEELING HILLS,yes,BENCHMARK COMPETITOR
,ULTRATECH PREMIUM,DN12,DARJEELING HILLS,yes,OTHER COMPETITOR
,ULTRATECH SUPER,DN12,DARJEELING HILLS,yes,OTHER COMPETITOR
,DALMIA DSP,DN12,DARJEELING HILLS,yes,OTHER COMPETITOR
,STAR CEMENT OPC 43,DN12,DARJEELING HILLS,no,
,STAR CEMENT PPC,DN12,DARJEELING HILLS,yes,OPTIONAL STAR
,STAR CEMENT PPC(ADSTAR),DN12,DARJEELING HILLS,yes,MANDATORY STAR
,STAR CEMENT ANTIRUST,DN12,DARJEELING HILLS,no,OPTIONAL STAR
,AMBUJA ADSTAR,DN12,DARJEELING HILLS,yes,OTHER COMPETITOR
,ACC ADSTAR,DN12,DARJEELING HILLS,yes,OTHER COMPETITOR
,STAR WEATHER SHIELD (TRADE),DN12,DARJEELING HILLS,yes,OTHER COMPETITOR
,STAR DHALAI MASTER TRADE,DN12,DARJEELING HILLS,yes,OPTIONAL STAR
,AMBUJA PLUS,DN13,DARJEELING PLAINS,yes,OTHER COMPETITOR
,RAMCO,DN13,DARJEELING PLAINS,yes,OTHER COMPETITOR
,JSW,DN13,DARJEELING PLAINS,yes,OTHER COMPETITOR
,AMBUJA,DN13,DARJEELING PLAINS,yes,OTHER COMPETITOR
,ACC HPC,DN13,DARJEELING PLAINS,yes,OTHER COMPETITOR
,ACC F2R,DN13,DARJEELING PLAINS,yes,OTHER COMPETITOR
,BANGUR,DN13,DARJEELING PLAINS,yes,OTHER COMPETITOR
,BIRLA GOLD,DN13,DARJEELING PLAINS,no,
,BIRLA SAMRAT,DN13,DARJEELING PLAINS,no,
,DALMIA,DN13,DARJEELING PLAINS,yes,OTHER COMPETITOR
,NUVOCO DOUBLE BULL,DN13,DARJEELING PLAINS,yes,OTHER COMPETITOR
,KONARK DALMIA,DN13,DARJEELING PLAINS,no,
,NUVOCO CONCRETO,DN13,DARJEELING PLAINS,yes,OTHER COMPETITOR
,NUVOCO DURAGUARD,DN13,DARJEELING PLAINS,yes,OTHER COMPETITOR
,SHREE,DN13,DARJEELING PLAINS,yes,OTHER COMPETITOR
,ULTRATECH,DN13,DARJEELING PLAINS,yes,BENCHMARK COMPETITOR
,ULTRATECH PREMIUM,DN13,DARJEELING PLAINS,yes,OTHER COMPETITOR
,ULTRATECH SUPER,DN13,DARJEELING PLAINS,yes,OTHER COMPETITOR
,DALMIA DSP,DN13,DARJEELING PLAINS,yes,OTHER COMPETITOR
,STAR CEMENT OPC 43,DN13,DARJEELING PLAINS,no,
,STAR CEMENT PPC,DN13,DARJEELING PLAINS,yes,OPTIONAL STAR
,STAR CEMENT PPC(ADSTAR),DN13,DARJEELING PLAINS,yes,MANDATORY STAR
,STAR CEMENT ANTIRUST,DN13,DARJEELING PLAINS,no,OPTIONAL STAR
,AMBUJA ADSTAR,DN13,DARJEELING PLAINS,yes,OTHER COMPETITOR
,ACC ADSTAR,DN13,DARJEELING PLAINS,yes,OTHER COMPETITOR
,STAR WEATHER SHIELD (TRADE),DN13,DARJEELING PLAINS,yes,OTHER COMPETITOR
,STAR DHALAI MASTER TRADE,DN13,DARJEELING PLAINS,yes,OPTIONAL STAR
,ACC PPC,DS01,BIRBHUM,no,
,ACC PSC,DS01,BIRBHUM,no,
,AMBUJA PPC,DS01,BIRBHUM,no,
,AMBUJA PSC,DS01,BIRBHUM,no,
,BIRLA SAMRAT PPC,DS01,BIRBHUM,no,
,BIRLA SAMRAT PSC,DS01,BIRBHUM,no,
,BIRLA GOLD PPC,DS01,BIRBHUM,no,
,BIRLA GOLD PSC,DS01,BIRBHUM,no,
,DALMIA PPC,DS01,BIRBHUM,no,
,DALMIA PSC,DS01,BIRBHUM,no,
,KONARK PPC,DS01,BIRBHUM,no,
,KONARK PSC,DS01,BIRBHUM,no,
,LAFARGE PPC,DS01,BIRBHUM,no,
,LAFARGE PSC,DS01,BIRBHUM,no,
,ULTRATECH PPC,DS01,BIRBHUM,no,
,ULTRATECH PSC,DS01,BIRBHUM,no,
,STAR PPC,DS01,BIRBHUM,no,
,STAR PSC,DS01,BIRBHUM,no,
,STAR ANTIRUST,DS01,BIRBHUM,no,
,AMBUJA PLUS,DS01,BIRBHUM,yes,
,UTRATECH SUPER,DS01,BIRBHUM,no,
,UTRATECH PREMIUM,DS01,BIRBHUM,no,
,NUVOCO,DS01,BIRBHUM,no,
,RAMCO,DS01,BIRBHUM,yes,
,JSW,DS01,BIRBHUM,yes,
,EMAMI,DS01,BIRBHUM,no,
,AMBUJA,DS01,BIRBHUM,yes,
,EMAMI DOUBLE BULL,DS01,BIRBHUM,no,
,ACC HPC,DS01,BIRBHUM,yes,
,ACC F2R,DS01,BIRBHUM,yes,
,BANGUR,DS01,BIRBHUM,yes,
,BIRLA GOLD,DS01,BIRBHUM,no,
,BIRLA SAMRAT,DS01,BIRBHUM,no,
,DALMIA,DS01,BIRBHUM,yes,
,NUVOCO DOUBLE BULL,DS01,BIRBHUM,yes,
,KONARK DALMIA,DS01,BIRBHUM,no,
,NUVOCO CONCRETO,DS01,BIRBHUM,yes,
,NUVOCO DURAGUARD,DS01,BIRBHUM,yes,
,SHREE,DS01,BIRBHUM,yes,
,ULTRATECH,DS01,BIRBHUM,yes,
,ULTRATECH PREMIUM,DS01,BIRBHUM,yes,
,ULTRATECH SUPER,DS01,BIRBHUM,yes,
,DALMIA DSP,DS01,BIRBHUM,yes,
,STAR CEMENT PSC,DS01,BIRBHUM,no,
,STAR ANTI RUST CEMENT,DS01,BIRBHUM,no,
,STAR CEMENT OPC 43,DS01,BIRBHUM,yes,
,STAR CEMENT PPC,DS01,BIRBHUM,yes,
,STAR CEMENT PPC(ADSTAR),DS01,BIRBHUM,yes,
,STAR CEMENT ANTIRUST,DS01,BIRBHUM,yes,
,STAR CEMENT PSC(ADSTAR),DS01,BIRBHUM,no,
,ACC PPC,DS02,BURDWAN,no,
,ACC PSC,DS02,BURDWAN,no,
,AMBUJA PPC,DS02,BURDWAN,no,
,AMBUJA PSC,DS02,BURDWAN,no,
,BIRLA SAMRAT PPC,DS02,BURDWAN,no,
,BIRLA SAMRAT PSC,DS02,BURDWAN,no,
,BIRLA GOLD PPC,DS02,BURDWAN,no,
,BIRLA GOLD PSC,DS02,BURDWAN,no,
,DALMIA PPC,DS02,BURDWAN,no,
,DALMIA PSC,DS02,BURDWAN,no,
,KONARK PPC,DS02,BURDWAN,no,
,KONARK PSC,DS02,BURDWAN,no,
,LAFARGE PPC,DS02,BURDWAN,no,
,LAFARGE PSC,DS02,BURDWAN,no,
,ULTRATECH PPC,DS02,BURDWAN,no,
,ULTRATECH PSC,DS02,BURDWAN,no,
,STAR PPC,DS02,BURDWAN,no,
,STAR PSC,DS02,BURDWAN,no,
,STAR ANTIRUST,DS02,BURDWAN,no,
,AMBUJA PLUS,DS02,BURDWAN,yes,
,UTRATECH SUPER,DS02,BURDWAN,no,
,UTRATECH PREMIUM,DS02,BURDWAN,no,
,NUVOCO,DS02,BURDWAN,no,
,RAMCO,DS02,BURDWAN,yes,
,JSW,DS02,BURDWAN,yes,
,EMAMI,DS02,BURDWAN,no,
,AMBUJA,DS02,BURDWAN,yes,
,EMAMI DOUBLE BULL,DS02,BURDWAN,no,
,ACC HPC,DS02,BURDWAN,yes,
,ACC F2R,DS02,BURDWAN,yes,
,BANGUR,DS02,BURDWAN,yes,
,BIRLA GOLD,DS02,BURDWAN,no,
,BIRLA SAMRAT,DS02,BURDWAN,no,
,DALMIA,DS02,BURDWAN,yes,
,NUVOCO DOUBLE BULL,DS02,BURDWAN,yes,
,KONARK DALMIA,DS02,BURDWAN,no,
,NUVOCO CONCRETO,DS02,BURDWAN,yes,
,NUVOCO DURAGUARD,DS02,BURDWAN,yes,
,SHREE,DS02,BURDWAN,yes,
,ULTRATECH,DS02,BURDWAN,yes,
,ULTRATECH PREMIUM,DS02,BURDWAN,yes,
,ULTRATECH SUPER,DS02,BURDWAN,yes,
,DALMIA DSP,DS02,BURDWAN,yes,
,STAR CEMENT PSC,DS02,BURDWAN,no,
,STAR ANTI RUST CEMENT,DS02,BURDWAN,no,
,STAR CEMENT OPC 43,DS02,BURDWAN,yes,
,STAR CEMENT PPC,DS02,BURDWAN,yes,
,STAR CEMENT PPC(ADSTAR),DS02,BURDWAN,yes,
,STAR CEMENT ANTIRUST,DS02,BURDWAN,yes,
,STAR CEMENT PSC(ADSTAR),DS02,BURDWAN,no,
,ACC PPC,DS03,RANIGANJ,no,
,ACC PSC,DS03,RANIGANJ,no,
,AMBUJA PPC,DS03,RANIGANJ,no,
,AMBUJA PSC,DS03,RANIGANJ,no,
,BIRLA SAMRAT PPC,DS03,RANIGANJ,no,
,BIRLA SAMRAT PSC,DS03,RANIGANJ,no,
,BIRLA GOLD PPC,DS03,RANIGANJ,no,
,BIRLA GOLD PSC,DS03,RANIGANJ,no,
,DALMIA PPC,DS03,RANIGANJ,no,
,DALMIA PSC,DS03,RANIGANJ,no,
,KONARK PPC,DS03,RANIGANJ,no,
,KONARK PSC,DS03,RANIGANJ,no,
,LAFARGE PPC,DS03,RANIGANJ,no,
,LAFARGE PSC,DS03,RANIGANJ,no,
,ULTRATECH PPC,DS03,RANIGANJ,no,
,ULTRATECH PSC,DS03,RANIGANJ,no,
,STAR PPC,DS03,RANIGANJ,no,
,STAR PSC,DS03,RANIGANJ,no,
,STAR ANTIRUST,DS03,RANIGANJ,no,
,AMBUJA PLUS,DS03,RANIGANJ,yes,
,UTRATECH SUPER,DS03,RANIGANJ,no,
,UTRATECH PREMIUM,DS03,RANIGANJ,no,
,NUVOCO,DS03,RANIGANJ,no,
,RAMCO,DS03,RANIGANJ,yes,
,JSW,DS03,RANIGANJ,yes,
,EMAMI,DS03,RANIGANJ,no,
,AMBUJA,DS03,RANIGANJ,yes,
,EMAMI DOUBLE BULL,DS03,RANIGANJ,no,
,ACC HPC,DS03,RANIGANJ,yes,
,ACC F2R,DS03,RANIGANJ,yes,
,BANGUR,DS03,RANIGANJ,yes,
,BIRLA GOLD,DS03,RANIGANJ,no,
,BIRLA SAMRAT,DS03,RANIGANJ,no,
,DALMIA,DS03,RANIGANJ,yes,
,NUVOCO DOUBLE BULL,DS03,RANIGANJ,yes,
,KONARK DALMIA,DS03,RANIGANJ,no,
,NUVOCO CONCRETO,DS03,RANIGANJ,yes,
,NUVOCO DURAGUARD,DS03,RANIGANJ,yes,
,SHREE,DS03,RANIGANJ,yes,
,ULTRATECH,DS03,RANIGANJ,yes,
,ULTRATECH PREMIUM,DS03,RANIGANJ,yes,
,ULTRATECH SUPER,DS03,RANIGANJ,yes,
,DALMIA DSP,DS03,RANIGANJ,yes,
,STAR CEMENT PSC,DS03,RANIGANJ,no,
,STAR ANTI RUST CEMENT,DS03,RANIGANJ,no,
,STAR CEMENT OPC 43,DS03,RANIGANJ,yes,
,STAR CEMENT PPC,DS03,RANIGANJ,yes,
,STAR CEMENT PPC(ADSTAR),DS03,RANIGANJ,yes,
,STAR CEMENT ANTIRUST,DS03,RANIGANJ,yes,
,STAR CEMENT PSC(ADSTAR),DS03,RANIGANJ,no,
,ACC PPC,DS04,BANKURA,no,
,ACC PSC,DS04,BANKURA,no,
,AMBUJA PPC,DS04,BANKURA,no,
,AMBUJA PSC,DS04,BANKURA,no,
,BIRLA SAMRAT PPC,DS04,BANKURA,no,
,BIRLA SAMRAT PSC,DS04,BANKURA,no,
,BIRLA GOLD PPC,DS04,BANKURA,no,
,BIRLA GOLD PSC,DS04,BANKURA,no,
,DALMIA PPC,DS04,BANKURA,no,
,DALMIA PSC,DS04,BANKURA,no,
,KONARK PPC,DS04,BANKURA,no,
,KONARK PSC,DS04,BANKURA,no,
,LAFARGE PPC,DS04,BANKURA,no,
,LAFARGE PSC,DS04,BANKURA,no,
,ULTRATECH PPC,DS04,BANKURA,no,
,ULTRATECH PSC,DS04,BANKURA,no,
,STAR PPC,DS04,BANKURA,no,
,STAR PSC,DS04,BANKURA,no,
,STAR ANTIRUST,DS04,BANKURA,no,
,AMBUJA PLUS,DS04,BANKURA,yes,
,UTRATECH SUPER,DS04,BANKURA,no,
,UTRATECH PREMIUM,DS04,BANKURA,no,
,NUVOCO,DS04,BANKURA,no,
,RAMCO,DS04,BANKURA,yes,
,JSW,DS04,BANKURA,yes,
,EMAMI,DS04,BANKURA,no,
,AMBUJA,DS04,BANKURA,yes,
,EMAMI DOUBLE BULL,DS04,BANKURA,no,
,ACC HPC,DS04,BANKURA,yes,
,ACC F2R,DS04,BANKURA,yes,
,BANGUR,DS04,BANKURA,yes,
,BIRLA GOLD,DS04,BANKURA,no,
,BIRLA SAMRAT,DS04,BANKURA,no,
,DALMIA,DS04,BANKURA,yes,
,NUVOCO DOUBLE BULL,DS04,BANKURA,yes,
,KONARK DALMIA,DS04,BANKURA,no,
,NUVOCO CONCRETO,DS04,BANKURA,yes,
,NUVOCO DURAGUARD,DS04,BANKURA,yes,
,SHREE,DS04,BANKURA,yes,
,ULTRATECH,DS04,BANKURA,yes,
,ULTRATECH PREMIUM,DS04,BANKURA,yes,
,ULTRATECH SUPER,DS04,BANKURA,yes,
,DALMIA DSP,DS04,BANKURA,yes,
,STAR CEMENT PSC,DS04,BANKURA,no,
,STAR ANTI RUST CEMENT,DS04,BANKURA,no,
,STAR CEMENT OPC 43,DS04,BANKURA,yes,
,STAR CEMENT PPC,DS04,BANKURA,yes,
,STAR CEMENT PPC(ADSTAR),DS04,BANKURA,yes,
,STAR CEMENT ANTIRUST,DS04,BANKURA,yes,
,STAR CEMENT PSC(ADSTAR),DS04,BANKURA,no,
,ACC PPC,DS05,PURULIA,no,
,ACC PSC,DS05,PURULIA,no,
,AMBUJA PPC,DS05,PURULIA,no,
,AMBUJA PSC,DS05,PURULIA,no,
,BIRLA SAMRAT PPC,DS05,PURULIA,no,
,BIRLA SAMRAT PSC,DS05,PURULIA,no,
,BIRLA GOLD PPC,DS05,PURULIA,no,
,BIRLA GOLD PSC,DS05,PURULIA,no,
,DALMIA PPC,DS05,PURULIA,no,
,DALMIA PSC,DS05,PURULIA,no,
,KONARK PPC,DS05,PURULIA,no,
,KONARK PSC,DS05,PURULIA,no,
,LAFARGE PPC,DS05,PURULIA,no,
,LAFARGE PSC,DS05,PURULIA,no,
,ULTRATECH PPC,DS05,PURULIA,no,
,ULTRATECH PSC,DS05,PURULIA,no,
,STAR PPC,DS05,PURULIA,no,
,STAR PSC,DS05,PURULIA,no,
,STAR ANTIRUST,DS05,PURULIA,no,
,AMBUJA PLUS,DS05,PURULIA,yes,
,UTRATECH SUPER,DS05,PURULIA,no,
,UTRATECH PREMIUM,DS05,PURULIA,no,
,NUVOCO,DS05,PURULIA,no,
,RAMCO,DS05,PURULIA,yes,
,JSW,DS05,PURULIA,yes,
,EMAMI,DS05,PURULIA,no,
,AMBUJA,DS05,PURULIA,yes,
,EMAMI DOUBLE BULL,DS05,PURULIA,no,
,ACC HPC,DS05,PURULIA,yes,
,ACC F2R,DS05,PURULIA,yes,
,BANGUR,DS05,PURULIA,yes,
,BIRLA GOLD,DS05,PURULIA,no,
,BIRLA SAMRAT,DS05,PURULIA,no,
,DALMIA,DS05,PURULIA,yes,
,NUVOCO DOUBLE BULL,DS05,PURULIA,yes,
,KONARK DALMIA,DS05,PURULIA,no,
,NUVOCO CONCRETO,DS05,PURULIA,yes,
,NUVOCO DURAGUARD,DS05,PURULIA,yes,
,SHREE,DS05,PURULIA,yes,
,ULTRATECH,DS05,PURULIA,yes,
,ULTRATECH PREMIUM,DS05,PURULIA,yes,
,ULTRATECH SUPER,DS05,PURULIA,yes,
,DALMIA DSP,DS05,PURULIA,yes,
,STAR CEMENT PSC,DS05,PURULIA,no,
,STAR ANTI RUST CEMENT,DS05,PURULIA,no,
,STAR CEMENT OPC 43,DS05,PURULIA,yes,
,STAR CEMENT PPC,DS05,PURULIA,yes,
,STAR CEMENT PPC(ADSTAR),DS05,PURULIA,yes,
,STAR CEMENT ANTIRUST,DS05,PURULIA,yes,
,STAR CEMENT PSC(ADSTAR),DS05,PURULIA,no,
,ACC PPC,DS06,KOLKATA (COSSIPORE-1),no,
,ACC PSC,DS06,KOLKATA (COSSIPORE-1),no,
,AMBUJA PPC,DS06,KOLKATA (COSSIPORE-1),no,
,AMBUJA PSC,DS06,KOLKATA (COSSIPORE-1),no,
,BIRLA SAMRAT PPC,DS06,KOLKATA (COSSIPORE-1),no,
,BIRLA SAMRAT PSC,DS06,KOLKATA (COSSIPORE-1),no,
,BIRLA GOLD PPC,DS06,KOLKATA (COSSIPORE-1),no,
,BIRLA GOLD PSC,DS06,KOLKATA (COSSIPORE-1),no,
,DALMIA PPC,DS06,KOLKATA (COSSIPORE-1),no,
,DALMIA PSC,DS06,KOLKATA (COSSIPORE-1),no,
,KONARK PPC,DS06,KOLKATA (COSSIPORE-1),no,
,KONARK PSC,DS06,KOLKATA (COSSIPORE-1),no,
,LAFARGE PPC,DS06,KOLKATA (COSSIPORE-1),no,
,LAFARGE PSC,DS06,KOLKATA (COSSIPORE-1),no,
,ULTRATECH PPC,DS06,KOLKATA (COSSIPORE-1),no,
,ULTRATECH PSC,DS06,KOLKATA (COSSIPORE-1),no,
,STAR PPC,DS06,KOLKATA (COSSIPORE-1),no,
,STAR PSC,DS06,KOLKATA (COSSIPORE-1),no,
,STAR ANTIRUST,DS06,KOLKATA (COSSIPORE-1),no,
,AMBUJA PLUS,DS06,KOLKATA (COSSIPORE-1),yes,
,UTRATECH SUPER,DS06,KOLKATA (COSSIPORE-1),no,
,UTRATECH PREMIUM,DS06,KOLKATA (COSSIPORE-1),no,
,NUVOCO,DS06,KOLKATA (COSSIPORE-1),no,
,RAMCO,DS06,KOLKATA (COSSIPORE-1),yes,
,JSW,DS06,KOLKATA (COSSIPORE-1),yes,
,EMAMI,DS06,KOLKATA (COSSIPORE-1),no,
,AMBUJA,DS06,KOLKATA (COSSIPORE-1),yes,
,ACC HPC,DS06,KOLKATA (COSSIPORE-1),yes,
,ACC F2R,DS06,KOLKATA (COSSIPORE-1),yes,
,ACC,DS06,KOLKATA (COSSIPORE-1),no,
,ACC SURAKSHA,DS06,KOLKATA (COSSIPORE-1),no,
,UNIQUE (PSC),DS06,KOLKATA (COSSIPORE-1),no,
,SAMRAT (PPC),DS06,KOLKATA (COSSIPORE-1),no,
,LAFARGE CONCRETO,DS06,KOLKATA (COSSIPORE-1),no,
,AMBUJA COMPOCEM,DS06,KOLKATA (COSSIPORE-1),no,
,RASHMI,DS06,KOLKATA (COSSIPORE-1),no,
,EMAMI DOUBLE BULL,DS06,KOLKATA (COSSIPORE-1),no,
,BANGUR,DS06,KOLKATA (COSSIPORE-1),yes,
,BIRLA GOLD,DS06,KOLKATA (COSSIPORE-1),no,
,BIRLA SAMRAT,DS06,KOLKATA (COSSIPORE-1),no,
,DALMIA,DS06,KOLKATA (COSSIPORE-1),yes,
,NUVOCO DOUBLE BULL,DS06,KOLKATA (COSSIPORE-1),yes,
,KONARK DALMIA,DS06,KOLKATA (COSSIPORE-1),no,
,NUVOCO CONCRETO,DS06,KOLKATA (COSSIPORE-1),yes,
,NUVOCO DURAGUARD,DS06,KOLKATA (COSSIPORE-1),yes,
,SHREE,DS06,KOLKATA (COSSIPORE-1),yes,
,ULTRATECH,DS06,KOLKATA (COSSIPORE-1),yes,
,ULTRATECH PREMIUM,DS06,KOLKATA (COSSIPORE-1),yes,
,ULTRATECH SUPER,DS06,KOLKATA (COSSIPORE-1),yes,
,DALMIA DSP,DS06,KOLKATA (COSSIPORE-1),yes,
,STAR CEMENT PSC,DS06,KOLKATA (COSSIPORE-1),no,
,STAR ANTI RUST CEMENT,DS06,KOLKATA (COSSIPORE-1),no,
,STAR CEMENT OPC 43,DS06,KOLKATA (COSSIPORE-1),yes,
,STAR CEMENT PPC,DS06,KOLKATA (COSSIPORE-1),yes,
,STAR CEMENT PPC(ADSTAR),DS06,KOLKATA (COSSIPORE-1),yes,
,STAR CEMENT ANTIRUST,DS06,KOLKATA (COSSIPORE-1),yes,
,STAR CEMENT PSC(ADSTAR),DS06,KOLKATA (COSSIPORE-1),no,
,ACC PPC,DS07,KOLKATA (COSSIPORE-2),no,
,ACC PSC,DS07,KOLKATA (COSSIPORE-2),no,
,AMBUJA PPC,DS07,KOLKATA (COSSIPORE-2),no,
,AMBUJA PSC,DS07,KOLKATA (COSSIPORE-2),no,
,BIRLA SAMRAT PPC,DS07,KOLKATA (COSSIPORE-2),no,
,BIRLA SAMRAT PSC,DS07,KOLKATA (COSSIPORE-2),no,
,BIRLA GOLD PPC,DS07,KOLKATA (COSSIPORE-2),no,
,BIRLA GOLD PSC,DS07,KOLKATA (COSSIPORE-2),no,
,DALMIA PPC,DS07,KOLKATA (COSSIPORE-2),no,
,DALMIA PSC,DS07,KOLKATA (COSSIPORE-2),no,
,KONARK PPC,DS07,KOLKATA (COSSIPORE-2),no,
,KONARK PSC,DS07,KOLKATA (COSSIPORE-2),no,
,LAFARGE PPC,DS07,KOLKATA (COSSIPORE-2),no,
,LAFARGE PSC,DS07,KOLKATA (COSSIPORE-2),no,
,ULTRATECH PPC,DS07,KOLKATA (COSSIPORE-2),no,
,ULTRATECH PSC,DS07,KOLKATA (COSSIPORE-2),no,
,STAR PPC,DS07,KOLKATA (COSSIPORE-2),no,
,STAR PSC,DS07,KOLKATA (COSSIPORE-2),no,
,STAR ANTIRUST,DS07,KOLKATA (COSSIPORE-2),no,
,AMBUJA PLUS,DS07,KOLKATA (COSSIPORE-2),yes,
,UTRATECH SUPER,DS07,KOLKATA (COSSIPORE-2),no,
,UTRATECH PREMIUM,DS07,KOLKATA (COSSIPORE-2),no,
,NUVOCO,DS07,KOLKATA (COSSIPORE-2),no,
,RAMCO,DS07,KOLKATA (COSSIPORE-2),yes,
,JSW,DS07,KOLKATA (COSSIPORE-2),yes,
,EMAMI,DS07,KOLKATA (COSSIPORE-2),no,
,AMBUJA,DS07,KOLKATA (COSSIPORE-2),yes,
,EMAMI DOUBLE BULL,DS07,KOLKATA (COSSIPORE-2),no,
,ACC HPC,DS07,KOLKATA (COSSIPORE-2),yes,
,ACC F2R,DS07,KOLKATA (COSSIPORE-2),yes,
,BANGUR,DS07,KOLKATA (COSSIPORE-2),yes,
,BIRLA GOLD,DS07,KOLKATA (COSSIPORE-2),no,
,BIRLA SAMRAT,DS07,KOLKATA (COSSIPORE-2),no,
,DALMIA,DS07,KOLKATA (COSSIPORE-2),yes,
,NUVOCO DOUBLE BULL,DS07,KOLKATA (COSSIPORE-2),yes,
,KONARK DALMIA,DS07,KOLKATA (COSSIPORE-2),no,
,NUVOCO CONCRETO,DS07,KOLKATA (COSSIPORE-2),yes,
,NUVOCO DURAGUARD,DS07,KOLKATA (COSSIPORE-2),yes,
,SHREE,DS07,KOLKATA (COSSIPORE-2),yes,
,ULTRATECH,DS07,KOLKATA (COSSIPORE-2),yes,
,ULTRATECH PREMIUM,DS07,KOLKATA (COSSIPORE-2),yes,
,ULTRATECH SUPER,DS07,KOLKATA (COSSIPORE-2),yes,
,DALMIA DSP,DS07,KOLKATA (COSSIPORE-2),yes,
,STAR CEMENT PSC,DS07,KOLKATA (COSSIPORE-2),no,
,STAR ANTI RUST CEMENT,DS07,KOLKATA (COSSIPORE-2),no,
,STAR CEMENT OPC 43,DS07,KOLKATA (COSSIPORE-2),yes,
,STAR CEMENT PPC,DS07,KOLKATA (COSSIPORE-2),yes,
